11,-0.8614,-0.7045,0.3070,-0.4622,2.0754,-0.5713,0.7501,0.7213
12,1.1468,0.2697,3.2755,-0.2923,0.0247,-1.2995,-0.8035,-0.4649
13,-0.1611,2.9662,0.0229,-1.0335,1.4722,1.1156,1.0570,2.4214
14,-0.7124,2.5963,-0.6106,-1.5689,2.1404,-0.8044,-1.6666,3.0380
15,-1.6255,-0.3821,1.5227,-1.1827,-0.2338,1.7876,-3.0909,0.8189
16,0.1890,1.2943,0.4820,-0.3268,2.4124,0.8322,0.3874,4.7006
17,0.8966,0.2552,-1.0823,0.9354,0.6236,-0.3999,0.2894,0.8147
18,-0.4122,-1.5118,0.7813,2.1930,-2.2414,-1.9715,-0.2405,-2.8713
19,-1.1381,-1.4278,-1.4736,-2.4835,0.5897,-1.4320,0.0626,-1.6111
20,-0.7795,0.1566,-0.6533,-1.9873,1.3454,-0.4011,-0.0455,0.1535
21,1.3830,0.9685,-1.1372,0.6552,0.1987,1.5619,2.2421,1.5435
22,0.5957,-0.5392,-0.3292,-2.0085,-0.5521,2.3959,-1.8797,1.9526
23,-0.3279,-0.9467,-0.0346,-1.3286,0.5819,-1.4829,0.3993,-2.4046
24,0.1363,-0.2060,0.1750,-1.3565,-1.8003,0.7973,-0.5056,-1.6146
25,-0.8127,-2.7818,1.7113,1.4811,-1.2143,3.8514,-3.0284,0.2970
26,1.4247,-1.3197,0.4011,0.7126,1.3929,-0.8170,0.9491,-0.0575
27,-0.2941,-1.0332,2.1117,-0.2371,-2.1484,1.4373,-0.6173,-0.1101
28,-0.6321,-0.2750,2.1528,0.9108,0.9147,2.4017,-2.0116,2.0495
29,0.3619,2.5801,0.2714,-0.3879,-0.6259,-0.6046,0.1393,2.2001
30,-0.2008,-2.3315,2.0448,1.4480,-0.6929,3.6355,-3.0135,1.4075
31,0.4785,-1.6150,0.2302,-0.5873,3.0135,-1.0939,1.5335,-1.0959
32,-2.0555,1.2396,0.8293,0.7670,0.8370,0.1133,0.6699,1.8304
33,0.7642,1.3939,2.4865,0.0777,0.2132,3.0074,-0.3675,3.1408
34,0.8359,0.9911,-1.2124,0.1177,0.6941,-0.7250,2.0891,1.2114
35,2.6220,-0.6616,1.0789,-1.5067,0.3173,1.3244,1.8819,0.7135
36,-0.5724,-0.3676,0.1621,0.6007,1.0404,0.9863,-1.9582,1.2231
37,0.8590,-1.5590,-2.0065,0.0601,1.4252,-2.3353,3.1657,-2.5125
38,0.9916,-0.8065,1.2182,1.1464,0.0411,2.8793,0.4630,0.7199
39,-0.4998,-0.9800,-1.2341,-1.3993,1.0910,-0.3099,1.1286,-0.8881
40,-0.3572,0.1738,-1.5945,-2.1878,-1.3189,1.8521,-0.4777,1.8779
41,0.0901,0.9636,1.3929,-0.1199,-1.2236,-3.0766,1.4992,0.2865
42,1.2578,0.2732,0.7308,1.3350,-0.0537,2.4615,1.0482,1.8802
43,-0.7993,-0.3434,0.8038,1.1064,-2.7961,0.8717,-1.3740,-0.9557
44,-0.8107,-0.0284,-0.1089,-0.8346,0.6220,-1.6995,-0.4883,0.3336
45,0.2840,-0.2793,0.7527,0.3539,-0.1572,2.1741,0.3646,1.1952
46,0.7425,-0.2885,1.6341,-1.9476,0.6665,-0.7984,-0.6201,-0.0276
47,0.5645,-2.0605,-1.1150,0.6007,-1.8377,-1.2754,2.2049,-2.4260
48,3.0479,0.6402,0.2729,-2.2871,2.5320,-0.2668,3.9527,0.4481
49,-1.4499,-3.0568,-0.0473,-0.7388,1.0234,-0.3817,-0.7212,-1.3780
50,1.1689,-0.4359,0.7725,1.3636,0.6905,-0.1739,1.3591,2.0053
51,0.0300,1.1274,-0.0862,1.1865,-0.6583,-1.3707,0.9432,1.7524
52,0.7477,2.5253,-0.8328,-0.2437,-0.2828,-0.3924,0.2621,0.9791
53,-0.3969,-1.8156,0.5011,1.2616,1.1015,1.8300,1.1101,-0.3019
54,-1.6337,0.0283,-1.8135,1.2120,-0.6971,-2.4657,-0.0402,-0.8209
55,-2.3268,0.7067,0.2197,-0.2000,-0.5154,0.1251,-1.7670,0.6923
56,-1.4156,0.9949,2.2024,1.0258,-2.8753,-0.1335,-1.4832,0.7797
57,1.8739,-1.0588,-0.0259,0.6589,3.3335,2.3440,0.1591,1.0653
58,1.9660,-1.5042,-0.3161,0.5904,-1.2525,0.7227,-0.2918,-3.0200
59,0.3501,-0.4173,-0.1059,1.6947,-0.7730,-2.1123,0.8876,-2.4925
60,0.8513,-0.4465,1.0580,3.2346,0.7881,-1.5029,-0.6212,-1.7976
61,-0.5044,-0.1031,0.2639,1.9385,2.7321,0.9486,-0.8523,0.9526
62,-1.3917,-0.6766,3.1026,0.3172,2.2559,1.4219,0.0604,2.2281
63,0.3733,0.3461,-2.3544,-0.7726,-1.2635,-1.9179,2.3593,-1.1114
64,-0.8856,-0.3801,-0.1435,2.1421,-0.9119,-1.7173,-1.2737,-1.8749
65,-0.1398,-1.9619,0.2558,-2.7740,1.1189,-2.2245,1.5381,-0.9121
66,0.2808,0.0915,-1.5859,1.7810,-1.7268,-1.2900,-0.1080,-2.6260
67,-0.6496,0.0700,-0.1343,2.8144,-2.1722,-0.4561,-4.2180,-1.6968
68,-0.0439,0.1465,0.1203,0.8266,1.2946,2.0578,-2.0256,0.8833
69,1.8112,-1.2494,0.1525,0.5381,3.6323,3.0780,1.0842,1.4474
70,-1.3009,-0.4593,-1.2799,0.5558,-2.2817,3.3960,-2.9929,0.5672
71,1.0117,-1.1292,-0.2305,-0.3485,-1.7613,-0.4074,-0.8922,-2.0687
72,0.4184,1.2706,0.8651,1.7973,-0.2084,-0.0624,-0.9918,0.2109
73,0.7084,-0.1590,-0.1823,-1.2329,-0.7801,1.4623,-0.8380,3.0051
74,1.3440,-0.9797,-0.7082,-0.0127,-0.7528,-1.0439,2.8312,-2.7462
75,1.2501,-2.0695,-1.1593,0.8654,-1.1531,-1.9284,0.3568,-3.2600
76,1.1235,0.2035,0.5788,0.6081,0.3427,1.7332,-0.5587,2.3559
77,1.8157,-2.7443,-1.9471,0.3174,0.4943,-1.6706,0.7214,-0.2260
78,0.3888,-1.0673,-1.0982,-0.6905,-0.9490,2.9004,-1.8752,0.9153
79,-0.2954,2.5648,0.8292,1.3655,-0.8724,-0.1549,-1.7998,2.3827
80,0.0086,-2.0731,-0.2577,0.2062,2.3961,3.5762,-1.2272,0.5560
81,-1.3152,1.9774,-0.8312,-0.9790,-1.3446,0.3346,1.2924,0.6556
82,-0.6186,-0.6281,-2.4172,1.3213,-1.9394,-1.4417,-1.0251,-0.9391
83,-1.9491,-0.8917,0.5859,1.5192,-0.0319,0.2347,-2.0414,0.8190
84,-0.7782,-0.6747,-0.0423,-0.4054,0.8429,1.4476,-1.7414,0.1086
85,0.3878,2.0824,-0.3264,-1.2194,-1.0427,-2.6144,2.2366,-0.2615
86,-1.0612,1.7124,-2.3091,-0.8410,-1.0284,2.4740,-2.1419,-0.7194
87,3.1374,-0.7891,-0.2621,0.5886,-0.6764,0.0609,1.9595,-0.2609
88,-2.6938,-0.9665,-0.3483,1.3528,-0.6183,-0.9473,-1.6582,-0.5312
89,0.8972,0.8520,-1.1074,-0.6409,2.3393,0.5778,1.6440,1.6571
90,-0.8092,1.4057,-1.3943,2.0845,-3.9088,1.1875,-0.3361,-1.3973
91,-0.6092,1.8740,0.8531,-1.4031,-1.8784,-0.8568,1.6998,1.6639
92,-0.0511,0.4605,0.9758,-0.1984,-0.4687,0.4951,1.2359,0.7886
93,1.0020,0.5667,-0.3710,-1.5309,1.3058,2.4410,1.3823,2.7101
94,-0.4530,1.7498,-1.6120,3.2484,-3.7911,2.7046,-2.3209,-0.4320
95,-0.2225,0.6224,0.4079,0.2988,-3.5105,2.1677,-3.4443,0.9281
96,-1.6244,0.8389,0.1595,0.6017,3.1726,-1.3112,0.4982,1.4825
97,1.5565,1.0903,-1.9460,0.6726,0.8915,0.1248,2.2018,0.6463
98,-0.7919,0.2525,0.5032,-1.4648,1.4256,-2.1564,2.1852,-0.4069
99,-1.5915,-2.2428,0.3525,1.0974,-0.8769,-1.7727,0.1615,-0.5880
100,0.0315,-2.7969,0.3693,0.5657,2.4320,1.0557,-1.1097,-1.6950
101,-2.1966,1.1913,0.4049,-0.3367,0.4899,1.2830,0.3573,2.3812
102,-0.4714,-0.6214,-0.3799,1.4571,-3.5916,0.1728,-1.6171,-2.7424
103,0.3658,-0.9073,-1.3635,-1.1353,0.1470,-1.5258,1.1436,-2.7916
104,0.0272,0.0863,1.3850,-1.3312,-1.3297,1.4109,-0.0661,0.9831
105,-0.4159,-0.1690,-0.6250,0.4682,-0.3556,-1.5381,1.6191,-2.9085
106,0.0086,-1.9361,0.1980,0.5718,0.6161,-1.7946,-0.4024,-1.0402
107,-2.2164,-0.2189,-0.9624,-1.1727,1.8020,-1.6782,0.2955,-1.7161
108,-2.1074,1.6831,1.4258,0.6471,1.5619,-1.4652,0.8729,2.9484
109,0.6973,-0.9074,-1.5090,-0.6058,2.1346,-2.8599,1.9183,-1.5513
110,0.3119,0.6200,2.8404,-0.5653,0.5309,-1.3731,0.4667,1.9814
111,2.8391,1.0109,0.0471,-1.7135,2.1922,-2.1684,2.2694,0.8419
112,0.0666,0.8964,1.1670,-1.2148,3.6500,1.4396,0.6522,2.8176
113,-0.8849,-0.0491,1.8118,-0.0479,-3.2714,2.0975,-2.1451,0.9865
114,-0.7121,1.5139,-1.5203,-0.6470,-1.3518,-0.4717,1.3012,0.2013
115,-0.9616,-0.3271,2.3128,-1.6702,-0.8373,1.8000,-3.2902,2.1908
116,-0.7296,1.1918,-1.8530,1.4226,1.4386,-0.5277,0.5503,2.6006
117,1.1462,0.5849,-0.1292,0.6866,-0.4292,1.7209,1.5732,0.5422
118,-1.7894,0.3064,0.7225,-1.1658,-2.5033,3.1700,-2.9351,1.4879
119,-4.1805,-0.1016,0.8882,-0.6513,-0.6836,-3.1175,-2.0476,-0.2475
120,3.1309,-0.3576,-1.2368,0.6425,1.5326,3.3252,0.6015,0.5700
121,-0.2367,1.6531,-0.8942,1.0509,-1.8755,1.6134,-1.5926,-0.0773
122,0.3399,1.0521,0.6360,0.0882,-1.6880,-2.2787,1.0982,-1.3657
123,0.7333,2.9354,1.0516,-2.1962,-0.6223,2.8825,1.2560,2.0711
124,-0.8073,1.1008,-0.3894,-1.5657,-1.5997,-0.9942,0.1560,0.0679
125,-0.1445,-1.1528,-1.0323,0.9794,-0.5775,-1.1830,-0.8007,-3.1459
126,1.0838,-0.0081,-0.1748,-1.2134,1.6382,-0.8532,3.1939,0.6282
127,-0.9580,1.6219,1.7506,1.9268,1.1578,-0.3654,-2.1154,1.3213
128,-0.9061,-1.2009,0.8696,1.2477,1.2105,1.6945,-1.2251,1.0835
129,1.2605,-2.0945,0.5931,2.9325,2.3542,-1.3975,1.3785,-2.5053
130,-0.8633,-1.1948,-1.6034,-0.5272,-2.1655,2.1017,-2.5198,0.8717
131,-0.1453,0.8486,-1.5258,-1.8839,1.5117,-3.2393,2.0960,-0.9167
132,1.3526,-0.4077,-0.7563,-0.4962,-1.9901,0.9228,0.0357,-1.1219
133,1.9323,-0.4873,0.3685,0.3223,1.3420,3.8382,0.0814,1.1336
134,1.4106,0.3442,-0.7348,0.2980,2.1201,2.0896,0.6879,2.4050
135,1.5614,-0.5578,-0.6425,-1.8379,-0.5209,3.7515,-0.0186,0.1741
136,3.0358,-0.1462,-1.5621,-0.3860,-1.5142,0.5681,1.7506,-2.7451
137,-1.8075,-1.8483,-2.6612,0.1880,-0.0870,-2.2998,0.4532,-1.9538
138,2.6378,-0.9167,0.3084,0.3182,0.4846,0.3762,0.7800,1.1359
139,-0.6159,1.5096,-1.5370,-1.3247,-1.7760,3.0316,-1.4392,0.6248
140,1.2972,1.1281,1.2505,-0.7495,-1.7746,-0.9389,2.0462,0.9952
141,0.7844,-1.5035,1.1411,0.8565,0.7006,1.6476,0.8358,-0.6191
142,0.0166,0.6760,0.2384,1.4024,0.6794,-0.0058,0.8488,-0.2743
143,0.2422,0.8852,1.3036,1.6001,-2.1064,2.2524,-1.2112,0.2294
144,-0.6193,1.2417,-0.1238,1.8442,-2.2911,1.3370,-1.4814,0.3492
145,0.0778,1.7662,-0.3690,1.5480,-2.4154,-0.9052,-3.1105,-0.2121
146,1.4974,-3.3211,-2.2813,1.2954,0.7904,-2.7697,0.9528,-4.0985
147,1.8178,-0.6110,1.5789,-1.1020,3.5479,0.5807,2.2499,0.3160
148,3.2254,1.4760,-0.2574,-1.9490,0.0623,1.6599,2.5366,0.5849
149,0.4437,2.1865,0.6716,-1.8010,-1.4450,1.2024,-2.4510,2.0775
150,0.7808,-0.0030,0.0078,0.5670,-3.2345,-0.5787,-0.6680,0.3118
151,0.1049,-0.4171,0.6735,-2.0881,-0.1484,0.2447,-0.3900,-1.1536
152,-1.2558,0.1033,0.1234,0.7738,2.7142,-2.4050,0.9333,-2.0745
153,0.1012,-0.1042,-1.2741,-0.6747,-1.6523,-0.6296,1.9897,0.3629
154,-0.4465,1.9352,1.4117,-1.0786,0.4126,0.1160,-0.8945,1.0272
155,1.4114,-1.7459,-0.9036,0.3664,-2.3093,0.7350,0.0676,-1.7107
156,0.3045,2.5656,0.7981,2.1665,-0.7424,2.1236,-0.8557,-0.1814
157,-1.1028,-0.3048,0.2119,-2.3930,-0.2894,-0.4852,-1.0711,-1.0301
158,-0.3163,-0.8745,-0.3457,0.8175,-0.3989,0.5484,-0.3761,-1.1641
159,-0.1277,1.4482,-0.3840,-2.1292,1.9735,-0.6726,1.2551,3.2744
160,-1.8753,-1.0538,1.8221,-1.2910,-1.8985,-0.1726,-2.6098,-0.2227
161,-0.4604,0.3439,0.1887,0.9470,-1.6114,-1.7675,-2.3790,-2.4887
162,-0.9330,-0.3495,-0.3359,0.1324,-0.3305,0.6347,-1.5121,1.2249
163,1.0967,1.4708,0.4365,1.0483,-0.6047,1.5898,-1.5689,1.9167
164,1.7771,2.2091,-1.3563,0.5865,0.0201,4.2620,0.9375,1.5305
165,0.8148,1.2228,-0.9999,-0.4562,-2.0170,-1.1949,-1.8064,-1.2604
166,-0.9557,2.8319,2.4581,-1.6021,1.6575,-0.6811,0.2909,3.6901
167,0.9566,0.1740,-0.3592,0.7976,-0.2594,-3.6988,3.0981,-0.5436
168,0.5791,0.7660,1.4472,-1.7611,1.6165,-1.6003,2.3960,0.8801
169,-0.8762,-1.3676,0.9010,-0.2562,-1.9843,2.4099,-3.1033,0.5161
170,2.1094,1.2774,-0.3176,-1.3960,0.1820,3.1842,1.0597,3.4699
171,0.2173,1.7217,-0.7871,-0.4969,-1.4136,1.3896,-2.0919,-1.9354
172,2.0224,0.6049,-0.3908,0.7311,-1.4660,-2.7913,0.1361,-1.9073
173,-0.0418,-0.1370,-0.1645,1.4921,0.8269,2.3572,0.4616,1.3930
174,1.4603,-0.8401,0.5283,1.5062,0.4682,-0.3690,1.6791,-0.2192
175,0.9849,1.0403,-0.7825,-0.0447,-3.5717,-1.5668,-0.3697,-3.5107
176,-2.5253,-0.7478,0.7112,0.8250,1.1603,2.8449,-2.0507,0.2623
177,-0.7254,-2.1115,1.0624,-0.2494,-1.5477,0.1432,-1.0037,-2.3214
178,-1.2817,0.1460,1.3329,0.9889,1.6741,-2.3605,-0.5504,1.9942
179,-1.6509,0.9172,-0.8443,-0.7538,1.0148,0.2225,0.0810,1.0766
180,0.3736,0.5307,1.4021,1.1653,0.8553,2.8609,-0.5104,1.4657
181,0.5918,-1.2933,0.5197,1.3372,2.9456,0.3506,2.1281,0.4732
182,1.1996,0.0005,-0.1498,0.5518,-0.5357,-0.7663,2.5398,-1.1795
183,0.7419,1.1258,-1.8670,0.9593,0.3554,1.3976,0.5388,0.0924
184,-0.6237,-1.1506,-0.7730,1.1387,-1.0722,1.9859,-2.6852,-1.3342
185,-0.0517,-0.4906,-0.2165,-1.4259,1.2707,1.5713,-0.3982,1.4885
186,0.8058,1.0053,-0.4747,0.0317,-2.2986,3.9526,-0.7270,-0.6385
187,1.7088,1.0481,0.3622,0.4415,0.7193,0.1852,1.8393,-1.0338
188,0.4806,-1.3581,-1.8582,-0.8659,0.3234,-1.9895,0.3513,-3.7475
189,1.1130,-0.5457,-1.4219,-1.1313,-0.6410,0.3205,1.7935,-3.2571
190,1.3492,1.5080,3.4708,-1.2463,-0.4265,-1.2848,-0.3129,1.5591
191,-0.9731,-0.0179,-1.5468,-0.0794,-1.1404,-0.6154,-0.9147,-0.2920
192,-1.1172,-2.1889,-0.4913,1.9166,0.0511,-2.0882,-0.9062,-3.4891
193,-1.8031,1.2169,0.6906,-0.9917,-0.1990,-0.6430,-1.7528,-0.3715
194,0.7616,-3.5483,0.2424,-1.7273,0.5305,-0.3431,0.1705,-1.8112
195,-1.4257,-2.3116,-0.5702,0.1062,-0.7636,-2.3704,-1.3626,-1.7285
196,-0.5784,-0.7984,-3.0164,-1.3169,-0.7670,-2.5535,1.4048,-2.8715
197,2.0764,-1.4960,-1.7981,-0.2028,1.4738,0.7697,2.6535,-1.0761
198,0.7138,2.4973,-1.0741,-0.5937,1.3899,2.9873,0.9456,3.4618
199,-2.0678,-0.2301,-0.8477,-0.0082,2.1285,1.0074,-0.7981,1.1322
200,2.0488,0.0192,0.3121,0.2143,-1.4910,-1.7347,0.3235,-0.3292
201,-0.0062,-0.6703,0.9802,-0.5219,2.1977,1.0839,0.5508,2.2179
202,-1.0412,0.9050,0.3924,-0.4567,1.9945,-0.2369,0.5163,1.7446
203,-0.0087,1.7024,1.5298,-1.0347,-0.0132,0.5406,-0.0903,2.5785
204,1.4354,-1.5050,-2.4392,-0.2807,2.5439,-2.1523,3.7102,-1.9377
205,0.5694,1.5047,-0.6757,1.6597,3.1261,0.0290,2.5237,-1.7120
206,-1.9045,0.6240,0.6181,-0.7450,-2.4759,1.0362,-3.8729,2.0695
207,0.1229,1.1458,0.3757,-1.9870,1.5811,1.2420,3.0101,3.1957
208,-1.0788,0.0394,2.4157,-1.6183,-1.3495,0.7764,-4.4873,0.9230
209,-1.6847,-0.4789,-0.8915,0.7037,-1.6386,-3.7105,-1.1701,-3.0383
210,-0.1917,-2.0777,0.2301,0.4326,1.2154,1.0451,-0.6558,-2.7417
211,-1.3893,-0.8621,0.4426,-0.1427,2.1820,0.6293,-0.1709,3.5101
212,-1.1134,-0.3753,0.9864,-0.2542,-3.1432,-0.3156,-1.6515,-1.3461
213,2.0655,0.6616,1.3868,0.6516,-0.7698,0.7983,0.4951,1.2220
214,-0.2729,1.2722,-0.3274,-0.2255,-2.5614,-1.0980,-1.1009,-1.3457
215,0.9405,0.3627,0.8642,-0.7810,-0.7680,-2.9135,1.0412,0.3780
216,1.0011,0.3837,-0.6235,-1.3669,3.2092,1.8164,1.6844,2.2368
217,-1.2396,2.1743,0.9960,-0.7251,0.7399,-3.6948,3.0099,0.4053
218,-2.4432,-1.4633,0.4709,1.5730,0.0019,-3.0859,-0.7550,-3.5304
219,-0.6072,-2.7645,0.5583,1.3640,0.5313,0.4528,-3.3559,-0.7798
220,1.1139,-3.3354,0.8102,0.3329,1.5431,0.4372,2.2606,-0.3965
221,0.4044,-0.5629,1.4022,-1.7300,-2.5590,-0.1224,-2.6056,0.7658
222,-0.6097,-0.7752,0.3814,-0.2687,-1.9862,0.4328,0.8952,-0.5649
223,2.2747,1.9497,0.0983,0.6001,-0.7942,2.8139,0.5734,2.1856
224,2.2355,-0.0597,0.1567,-1.2398,2.7425,0.6097,2.7484,-0.7117
225,-0.2481,-0.9305,-0.0495,-0.1440,-0.7131,-3.6148,-0.4580,-1.8874
